,predictGap,pos,timeFrag,traffic1_1,traffic1_2,traffic1_3,traffic1_4,traffic2_1,traffic2_2,traffic2_3,traffic2_4,traffic3_1,traffic3_2,traffic3_3,traffic3_4,w1_weatherLevel,w1_temperature,w1_pm2.5,w2_weatherLevel,w2_temperature,w2_pm2.5,w3_weatherLevel,w3_temperature,w3_pm2.5,requestNum1,requestNum2,requestNum3,responseNum1,responseNum2,responseNum3,gap1,gap2,gap3,meanPrice1,meanPrice2,meanPrice3,totalPrice1,totalPrice2,totalPrice3,facility19#3,facility20,facility19,facility20#8,facility11#8,facility13#4,facility24#1,facility11#4,date2week,isHoliday,time_fragment,isRushHour,transOrders1,transOrders2,transOrders3,isWeek,isWeatherDecrease,sameZoneRate,before3DestOrders
267,0,30,2016-01-01-118,156,15,11,4,159,32,11,5,164,30,14,15,2,9.0,153,2,9.0,153,2,9.0,153,2,1,0,2,1,0,0,0,0,26.0,34.0,0.0,52.0,34.0,0.0,2241,1162,10790,6640,3818,1079,664,2158,5,1,115,0,2,1,0,1,0,0.838709677419,8
268,1,30,2016-01-01-130,133,25,7,7,161,20,5,5,189,23,6,10,2,8.0,133,2,8.0,133,3,8.0,133,3,3,3,3,3,3,0,0,0,22.3333333333,17.3333333333,25.3333333333,67.0,52.0,76.0,2241,1162,10790,6640,3818,1079,664,2158,5,1,127,1,2,3,3,1,0,0.854166666667,9
269,0,30,2016-01-01-142,112,4,6,6,169,10,2,0,190,19,9,13,2,8.0,126,2,8.0,126,2,8.0,126,2,0,0,1,0,0,0,0,0,13.0,0.0,0.0,26.0,0.0,0.0,2241,1162,10790,6640,3818,1079,664,2158,5,1,139,0,2,0,0,1,0,0.615384615385,4
270,0,31,2016-01-01-46,431,82,13,8,373,48,26,13,314,43,18,9,1,2.0,181,1,2.0,181,1,2.0,181,6,10,12,5,10,5,1,0,7,21.1666666667,25.84,32.1833333333,127.0,258.4,386.2,2241,2075,17513,3901,3237,2988,4482,2656,5,1,43,1,5,8,12,1,0,0.751322751323,7
271,11,31,2016-01-01-58,595,56,30,18,613,85,13,15,593,88,21,24,8,3.0,178,8,3.0,178,8,3.0,178,16,20,15,8,13,10,8,7,5,22.9375,25.575,13.8666666667,367.0,511.5,208.0,2241,2075,17513,3901,3237,2988,4482,2656,5,1,55,1,15,20,15,1,0,0.780327868852,14
272,12,31,2016-01-01-70,591,84,7,20,604,59,32,20,576,75,27,17,2,7.0,205,2,6.0,205,2,6.0,205,16,21,18,12,12,4,4,9,14,22.775,15.8428571429,19.7277777778,364.4,332.7,355.1,2241,2075,17513,3901,3237,2988,4482,2656,5,1,67,0,12,18,16,1,0,0.736486486486,24
273,12,31,2016-01-01-82,604,100,35,22,549,72,30,15,619,76,18,21,2,10.0,232,2,10.0,232,2,10.0,232,26,24,22,10,18,21,16,6,1,16.4384615385,22.6791666667,19.3045454545,427.4,544.3,424.7,2241,2075,17513,3901,3237,2988,4482,2656,5,1,79,0,25,20,20,1,0,0.75,35
274,0,31,2016-01-01-94,603,98,11,22,625,83,13,15,610,79,15,12,2,12.0,189,2,12.0,189,9,12.0,189,9,10,11,9,6,9,0,4,2,21.0777777778,19.5,33.0909090909,189.7,195.0,364.0,2241,2075,17513,3901,3237,2988,4482,2656,5,1,91,0,8,8,10,1,0,0.75,30
275,4,31,2016-01-01-106,652,91,39,35,644,95,27,6,644,98,42,22,2,10.0,154,2,11.0,154,2,11.0,154,18,15,9,10,13,6,8,2,3,17.3888888889,20.1333333333,19.7777777778,313.0,302.0,178.0,2241,2075,17513,3901,3237,2988,4482,2656,5,1,103,1,15,13,9,1,0,0.72852233677,42
276,1,31,2016-01-01-118,637,78,16,18,573,81,30,22,539,98,26,13,2,9.0,153,2,9.0,153,2,9.0,153,10,8,12,9,7,9,1,1,3,32.7,22.5,15.4166666667,327.0,180.0,185.0,2241,2075,17513,3901,3237,2988,4482,2656,5,1,115,0,10,7,11,1,0,0.779735682819,32
277,5,31,2016-01-01-130,561,53,10,9,607,75,13,12,615,77,22,17,2,8.0,133,2,8.0,133,3,8.0,133,8,3,11,6,3,9,2,0,2,16.875,16.3333333333,20.1818181818,135.0,49.0,222.0,2241,2075,17513,3901,3237,2988,4482,2656,5,1,127,1,7,2,10,1,0,0.686046511628,36
278,3,31,2016-01-01-142,463,66,18,12,501,47,14,10,589,49,22,9,2,8.0,126,2,8.0,126,2,8.0,126,3,5,5,3,5,3,0,0,2,32.6666666667,19.0,24.2,98.0,95.0,121.0,2241,2075,17513,3901,3237,2988,4482,2656,5,1,139,0,2,4,4,1,0,0.721739130435,19
279,4,32,2016-01-01-46,61,6,2,1,87,10,1,0,79,5,2,0,1,2.0,181,1,2.0,181,1,2.0,181,2,2,1,2,1,1,0,1,0,48.0,22.5,15.0,96.0,45.0,15.0,1909,1162,13363,3818,1826,1577,830,581,5,1,43,1,2,2,1,1,0,0.965517241379,4
280,0,32,2016-01-01-58,118,23,4,7,156,26,3,1,132,15,2,0,8,3.0,178,8,3.0,178,8,3.0,178,3,3,1,3,0,1,0,1,0,18.0,15.0,9.0,54.0,45.0,9.0,1909,1162,13363,3818,1826,1577,830,581,5,1,55,1,3,3,0,1,0,0.720930232558,5
281,0,32,2016-01-01-70,121,18,4,4,142,23,5,5,164,29,4,6,2,7.0,205,2,6.0,205,2,6.0,205,0,7,5,0,2,3,0,5,2,0.0,15.1428571429,14.4,0.0,106.0,72.0,1909,1162,13363,3818,1826,1577,830,581,5,1,67,0,0,7,5,1,0,0.933333333333,3
282,3,32,2016-01-01-82,120,11,12,2,170,44,4,4,155,33,7,8,2,10.0,232,2,10.0,232,2,10.0,232,2,2,5,1,2,4,1,0,1,18.5,11.0,15.0,37.0,22.0,75.0,1909,1162,13363,3818,1826,1577,830,581,5,1,79,0,2,1,5,1,0,0.903846153846,6
283,1,32,2016-01-01-94,143,28,7,2,144,16,13,5,99,22,5,3,2,12.0,189,2,12.0,189,9,12.0,189,3,8,6,3,3,4,0,5,2,20.6666666667,18.5,24.6666666667,62.0,148.0,148.0,1909,1162,13363,3818,1826,1577,830,581,5,1,91,0,3,7,6,1,0,0.830188679245,10
284,0,32,2016-01-01-106,184,23,12,0,155,36,13,4,135,31,9,4,2,10.0,154,2,11.0,154,2,11.0,154,5,3,2,5,2,2,0,1,0,12.4,13.6666666667,7.5,62.0,41.0,15.0,1909,1162,13363,3818,1826,1577,830,581,5,1,103,1,4,3,1,1,0,0.852272727273,16
285,1,32,2016-01-01-118,191,18,11,11,182,31,3,7,140,36,8,0,2,9.0,153,2,9.0,153,2,9.0,153,3,4,3,2,3,3,1,1,0,14.6666666667,13.5,11.6666666667,44.0,54.0,35.0,1909,1162,13363,3818,1826,1577,830,581,5,1,115,0,3,3,3,1,0,0.878378378378,7
286,2,32,2016-01-01-130,174,17,3,5,163,10,4,1,148,10,1,8,2,8.0,133,2,8.0,133,3,8.0,133,0,5,5,0,2,4,0,3,1,0.0,16.6,36.8,0.0,83.0,184.0,1909,1162,13363,3818,1826,1577,830,581,5,1,127,1,0,5,5,1,0,0.893939393939,10
287,0,32,2016-01-01-142,172,10,4,5,172,9,5,1,134,11,7,3,2,8.0,126,2,8.0,126,2,8.0,126,0,0,1,0,0,1,0,0,0,0.0,0.0,11.0,0.0,0.0,11.0,1909,1162,13363,3818,1826,1577,830,581,5,1,139,0,0,0,1,1,0,0.862068965517,4
288,3,33,2016-01-01-46,206,33,10,9,148,27,12,4,224,28,8,12,1,2.0,181,1,2.0,181,1,2.0,181,11,2,3,9,2,3,2,0,0,27.8181818182,32.5,31.0,306.0,65.0,93.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,43,1,11,2,3,1,0,0.769230769231,6
289,1,33,2016-01-01-58,228,94,24,5,255,67,19,10,218,77,8,6,8,3.0,178,8,3.0,178,8,3.0,178,8,15,9,6,12,2,2,3,7,31.25,32.9333333333,16.4444444444,250.0,494.0,148.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,55,1,6,14,8,1,0,0.783783783784,17
290,16,33,2016-01-01-70,252,75,31,14,224,67,30,18,236,63,30,15,2,7.0,205,2,6.0,205,2,6.0,205,12,7,9,8,4,8,4,3,1,24.0833333333,15.2857142857,11.2222222222,289.0,107.0,101.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,67,0,9,7,6,1,0,0.813953488372,11
291,7,33,2016-01-01-82,259,89,31,13,276,97,29,14,247,99,40,15,2,10.0,232,2,10.0,232,2,10.0,232,17,11,16,9,10,9,8,1,7,22.5882352941,15.3636363636,26.8125,384.0,169.0,429.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,79,0,16,11,15,1,0,0.84140969163,15
292,1,33,2016-01-01-94,197,91,53,6,253,77,33,5,243,69,27,11,2,12.0,189,2,12.0,189,9,12.0,189,5,10,7,5,10,6,0,0,1,26.0,22.8,22.8571428571,130.0,228.0,160.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,91,0,5,7,5,1,0,0.832335329341,28
293,1,33,2016-01-01-106,281,88,30,21,232,76,46,17,265,108,26,31,2,10.0,154,2,11.0,154,2,11.0,154,13,13,14,11,13,14,2,0,0,12.5384615385,17.0769230769,13.2857142857,163.0,222.0,186.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,103,1,11,13,10,1,0,0.819607843137,24
294,2,33,2016-01-01-118,216,81,21,12,194,74,27,11,235,73,16,8,2,9.0,153,2,9.0,153,2,9.0,153,14,17,4,13,15,4,1,2,0,18.5,24.8823529412,39.25,259.0,423.0,157.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,115,0,10,15,4,1,0,0.880681818182,27
295,1,33,2016-01-01-130,186,59,15,14,233,54,24,7,240,58,27,15,2,8.0,133,2,8.0,133,3,8.0,133,8,6,8,6,6,7,2,0,1,10.875,22.0,30.375,87.0,132.0,243.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,127,1,7,5,7,1,0,0.798701298701,29
296,0,33,2016-01-01-142,256,38,12,3,224,55,4,3,202,46,8,8,2,8.0,126,2,8.0,126,2,8.0,126,3,5,3,3,5,2,0,0,1,16.6666666667,26.0,80.0,50.0,130.0,240.0,2822,4648,8881,8466,5146,1494,1992,2324,5,1,139,0,3,4,3,1,0,0.80198019802,12
297,0,34,2016-01-01-46,229,37,14,11,244,43,8,16,221,27,8,8,1,2.0,181,1,2.0,181,1,2.0,181,11,7,2,10,7,2,1,0,0,22.8818181818,19.5571428571,21.55,251.7,136.9,43.1,1743,1577,12367,6059,6889,1826,830,2822,5,1,43,1,10,6,2,1,0,0.605504587156,20
298,10,34,2016-01-01-58,226,58,19,11,252,52,26,10,230,46,19,2,8,3.0,178,8,3.0,178,8,3.0,178,13,11,11,12,9,9,1,2,2,23.7923076923,38.1636363636,19.7818181818,309.3,419.8,217.6,1743,1577,12367,6059,6889,1826,830,2822,5,1,55,1,12,11,8,1,0,0.694835680751,13
299,10,34,2016-01-01-70,232,55,15,12,214,46,26,2,253,43,34,8,2,7.0,205,2,6.0,205,2,6.0,205,41,13,20,13,4,11,28,9,9,14.8512195122,15.8230769231,23.75,608.9,205.7,475.0,1743,1577,12367,6059,6889,1826,830,2822,5,1,67,0,38,13,18,1,0,0.751612903226,16
300,8,34,2016-01-01-82,256,28,9,4,238,52,19,12,240,39,18,6,2,10.0,232,2,10.0,232,2,10.0,232,24,8,7,9,4,6,15,4,1,17.1875,28.75,24.4142857143,412.5,230.0,170.9,1743,1577,12367,6059,6889,1826,830,2822,5,1,79,0,21,7,7,1,0,0.789655172414,16
301,0,34,2016-01-01-94,249,45,19,11,249,53,13,12,232,49,15,9,2,12.0,189,2,12.0,189,9,12.0,189,12,16,10,12,8,6,0,8,4,23.3833333333,29.73125,25.28,280.6,475.7,252.8,1743,1577,12367,6059,6889,1826,830,2822,5,1,91,0,10,13,9,1,0,0.721238938053,21
302,0,34,2016-01-01-106,264,76,18,12,271,57,15,15,260,52,32,15,2,10.0,154,2,11.0,154,2,11.0,154,10,13,11,10,13,11,0,0,0,15.94,32.4307692308,30.7181818182,159.4,421.6,337.9,1743,1577,12367,6059,6889,1826,830,2822,5,1,103,1,7,12,10,1,0,0.772532188841,27
303,1,34,2016-01-01-118,255,63,11,5,252,37,16,20,230,54,20,19,2,9.0,153,2,9.0,153,2,9.0,153,11,12,8,10,11,8,1,1,0,21.5090909091,25.775,26.675,236.6,309.3,213.4,1743,1577,12367,6059,6889,1826,830,2822,5,1,115,0,8,7,7,1,0,0.831683168317,33
304,0,34,2016-01-01-130,264,38,14,9,280,56,14,9,241,44,10,4,2,8.0,133,2,8.0,133,3,8.0,133,5,5,4,5,5,4,0,0,0,17.82,14.48,19.575,89.1,72.4,78.3,1743,1577,12367,6059,6889,1826,830,2822,5,1,127,1,4,4,4,1,0,0.818791946309,38
305,0,34,2016-01-01-142,231,43,11,2,255,51,13,14,231,33,8,6,2,8.0,126,2,8.0,126,2,8.0,126,2,1,4,1,1,4,1,0,0,101.0,17.0,26.5,202.0,17.0,106.0,1743,1577,12367,6059,6889,1826,830,2822,5,1,139,0,2,1,3,1,0,0.777777777778,4
306,5,35,2016-01-01-46,191,35,5,1,183,15,2,1,147,41,6,4,1,2.0,181,1,2.0,181,1,2.0,181,8,12,8,7,3,7,1,9,1,26.5625,22.2583333333,26.2375,212.5,267.1,209.9,1577,2075,10707,2739,2075,498,747,2988,5,1,43,1,7,11,7,1,0,0.84,14
307,3,35,2016-01-01-58,300,40,12,8,241,49,22,5,261,45,8,10,8,3.0,178,8,3.0,178,8,3.0,178,22,10,14,22,10,14,0,0,0,27.9863636364,19.72,18.6571428571,615.7,197.2,261.2,1577,2075,10707,2739,2075,498,747,2988,5,1,55,1,20,8,12,1,0,0.914383561644,25
308,15,35,2016-01-01-70,289,25,12,7,253,23,5,8,232,34,5,0,2,7.0,205,2,6.0,205,2,6.0,205,27,21,29,7,4,12,20,17,17,10.4666666667,16.9523809524,15.9137931034,282.6,356.0,461.5,1577,2075,10707,2739,2075,498,747,2988,5,1,67,0,24,13,24,1,0,0.867256637168,20
309,4,35,2016-01-01-82,227,10,7,1,228,24,11,3,218,22,7,2,2,10.0,232,2,10.0,232,2,10.0,232,13,19,14,9,5,8,4,14,6,16.6923076923,10.2105263158,14.4285714286,217.0,194.0,202.0,1577,2075,10707,2739,2075,498,747,2988,5,1,79,0,12,18,13,1,0,0.905444126074,17
310,0,35,2016-01-01-94,272,30,7,6,309,43,7,4,297,33,7,4,2,12.0,189,2,12.0,189,9,12.0,189,11,19,13,10,16,9,1,3,4,31.0,27.7368421053,23.2615384615,341.0,527.0,302.4,1577,2075,10707,2739,2075,498,747,2988,5,1,91,0,11,17,11,1,0,0.866459627329,30
311,0,35,2016-01-01-106,256,56,10,10,328,42,7,6,277,42,11,6,2,10.0,154,2,11.0,154,2,11.0,154,23,7,18,21,7,18,2,0,0,39.3695652174,31.1857142857,27.2,905.5,218.3,489.6,1577,2075,10707,2739,2075,498,747,2988,5,1,103,1,19,7,17,1,0,0.856796116505,32
312,0,35,2016-01-01-118,280,55,14,2,241,34,6,7,230,33,18,6,2,9.0,153,2,9.0,153,2,9.0,153,9,9,8,9,7,8,0,2,0,26.0666666667,23.6666666667,20.425,234.6,213.0,163.4,1577,2075,10707,2739,2075,498,747,2988,5,1,115,0,9,7,7,1,0,0.910891089109,35
313,0,35,2016-01-01-130,228,51,6,1,205,43,3,9,298,43,11,2,2,8.0,133,2,8.0,133,3,8.0,133,4,2,14,4,2,14,0,0,0,48.5,23.45,21.3,194.0,46.9,298.2,1577,2075,10707,2739,2075,498,747,2988,5,1,127,1,3,2,13,1,0,0.901840490798,44
314,1,35,2016-01-01-142,290,19,3,4,243,28,21,6,254,22,5,19,2,8.0,126,2,8.0,126,2,8.0,126,0,1,3,0,1,1,0,0,2,0.0,11.0,25.3333333333,0.0,11.0,76.0,1577,2075,10707,2739,2075,498,747,2988,5,1,139,0,0,0,3,1,0,0.943925233645,19
315,0,36,2016-01-01-46,281,32,15,6,255,20,9,13,194,25,13,16,1,2.0,181,1,2.0,181,1,2.0,181,25,16,28,25,13,20,0,3,8,13.336,19.4375,11.2607142857,333.4,311.0,315.3,747,1079,4897,1079,3569,4067,830,4565,5,1,43,1,24,14,25,1,0,0.844827586207,31
316,4,36,2016-01-01-58,341,34,16,20,330,39,9,17,310,54,10,17,8,3.0,178,8,3.0,178,8,3.0,178,33,39,36,32,38,34,1,1,2,12.4787878788,10.6666666667,18.6027777778,411.8,416.0,669.7,747,1079,4897,1079,3569,4067,830,4565,5,1,55,1,31,37,35,1,0,0.88589540412,33
317,7,36,2016-01-01-70,309,58,22,15,304,48,23,12,282,32,13,16,2,7.0,205,2,6.0,205,2,6.0,205,36,37,44,30,34,43,6,3,1,15.825,14.1918918919,18.1613636364,569.7,525.1,799.1,747,1079,4897,1079,3569,4067,830,4565,5,1,67,0,33,36,42,1,0,0.879548306148,35
318,3,36,2016-01-01-82,326,40,8,8,331,45,13,7,311,33,12,9,2,10.0,232,2,10.0,232,2,10.0,232,27,53,41,26,46,40,1,7,1,14.1740740741,16.5716981132,10.5463414634,382.7,878.3,432.4,747,1079,4897,1079,3569,4067,830,4565,5,1,79,0,27,50,39,1,0,0.903225806452,37
319,2,36,2016-01-01-94,350,40,15,17,296,25,14,11,319,24,11,11,2,12.0,189,2,12.0,189,9,12.0,189,27,30,32,25,27,31,2,3,1,15.3407407407,14.1833333333,13.71875,414.2,425.5,439.0,747,1079,4897,1079,3569,4067,830,4565,5,1,91,0,25,29,32,1,0,0.878306878307,59
320,1,36,2016-01-01-106,365,34,14,8,327,54,15,12,302,55,9,12,2,10.0,154,2,11.0,154,2,11.0,154,30,33,26,30,32,26,0,1,0,14.34,9.83636363636,19.3115384615,430.2,324.6,502.1,747,1079,4897,1079,3569,4067,830,4565,5,1,103,1,29,32,26,1,0,0.908682634731,59
321,1,36,2016-01-01-118,310,52,19,12,292,60,16,15,318,56,15,16,2,9.0,153,2,9.0,153,2,9.0,153,9,27,23,9,26,23,0,1,0,8.82222222222,15.5555555556,13.5086956522,79.4,420.0,310.7,747,1079,4897,1079,3569,4067,830,4565,5,1,115,0,8,27,23,1,0,0.908212560386,82
322,0,36,2016-01-01-130,305,48,23,5,303,41,17,13,319,42,11,15,2,8.0,133,2,8.0,133,3,8.0,133,11,16,14,11,16,14,0,0,0,8.32727272727,18.20625,13.6785714286,91.6,291.3,191.5,747,1079,4897,1079,3569,4067,830,4565,5,1,127,1,11,15,12,1,0,0.893687707641,99
323,0,36,2016-01-01-142,248,44,5,6,296,22,4,17,303,32,7,12,2,8.0,126,2,8.0,126,2,8.0,126,1,7,4,1,4,4,0,3,0,3.0,20.1428571429,10.0,3.0,141.0,40.0,747,1079,4897,1079,3569,4067,830,4565,5,1,139,0,0,5,4,1,0,0.87962962963,48
324,259,37,2016-01-01-46,1215,154,59,26,1268,162,45,54,1165,139,52,33,1,2.0,181,1,2.0,181,1,2.0,181,251,287,264,40,49,23,211,238,241,22.7585657371,23.1432055749,27.1609848485,5712.4,6642.1,7170.5,21331,37433,72044,61005,33781,18343,77024,42828,5,1,43,1,238,269,258,1,0,0.698032961191,55
325,134,37,2016-01-01-58,1417,239,125,67,1416,246,103,44,1417,224,91,64,8,3.0,178,8,3.0,178,8,3.0,178,286,246,164,112,92,97,174,154,67,17.8013986014,21.787398374,15.0640243902,5091.2,5359.7,2470.5,21331,37433,72044,61005,33781,18343,77024,42828,5,1,55,1,234,202,137,1,0,0.809435133457,186
326,192,37,2016-01-01-70,1272,206,97,77,1290,287,97,71,1248,233,84,65,2,7.0,205,2,6.0,205,2,6.0,205,344,310,319,85,77,74,259,233,245,11.8950581395,11.0925806452,11.1630094044,4091.9,3438.7,3561.0,21331,37433,72044,61005,33781,18343,77024,42828,5,1,67,0,308,273,275,1,0,0.821436875145,170
327,168,37,2016-01-01-82,1505,234,73,70,1386,278,125,87,1354,220,97,83,2,10.0,232,2,10.0,232,2,10.0,232,226,210,238,75,85,97,151,125,141,11.9451327434,11.6357142857,11.3726890756,2699.6,2443.5,2706.7,21331,37433,72044,61005,33781,18343,77024,42828,5,1,79,0,183,171,189,1,0,0.839073514602,204
328,9,37,2016-01-01-94,1402,241,120,71,1322,277,105,63,1341,254,98,66,2,12.0,189,2,12.0,189,9,12.0,189,199,221,240,104,80,88,95,141,152,13.6090452261,14.1271493213,11.4733333333,2708.2,3122.1,2753.6,21331,37433,72044,61005,33781,18343,77024,42828,5,1,91,0,169,179,207,1,0,0.832846908994,232
329,25,37,2016-01-01-106,1429,376,121,69,1451,309,124,74,1446,322,128,90,2,10.0,154,2,11.0,154,2,11.0,154,197,189,175,183,174,167,14,15,8,19.6725888325,18.1,17.0131428571,3875.5,3420.9,2977.3,21331,37433,72044,61005,33781,18343,77024,42828,5,1,103,1,162,153,137,1,0,0.871056873129,394
330,6,37,2016-01-01-118,1421,337,81,91,1471,350,86,61,1400,358,101,71,2,9.0,153,2,9.0,153,2,9.0,153,137,117,133,131,113,127,6,4,6,15.7773722628,16.1717948718,16.0894736842,2161.5,1892.1,2139.9,21331,37433,72044,61005,33781,18343,77024,42828,5,1,115,0,88,93,106,1,0,0.874385964912,371
331,3,37,2016-01-01-130,1475,335,118,71,1507,325,99,61,1389,293,89,93,2,8.0,133,2,8.0,133,3,8.0,133,133,152,144,129,148,142,4,4,2,17.5015037594,18.0006578947,17.1888888889,2327.7,2736.1,2475.2,21331,37433,72044,61005,33781,18343,77024,42828,5,1,127,1,93,123,107,1,0,0.869367796018,398
332,2,37,2016-01-01-142,1419,230,87,57,1434,230,71,67,1381,197,76,68,2,8.0,126,2,8.0,126,2,8.0,126,45,50,66,43,47,66,2,3,0,18.7555555556,20.12,20.7424242424,844.0,1006.0,1369.0,21331,37433,72044,61005,33781,18343,77024,42828,5,1,139,0,29,37,48,1,0,0.868731563422,160
333,1,38,2016-01-01-46,377,74,23,9,319,61,22,7,265,32,9,7,1,2.0,181,1,2.0,181,1,2.0,181,6,12,5,6,12,4,0,0,1,25.9666666667,32.725,33.4,155.8,392.7,167.0,4150,4067,15272,7221,3486,2241,1992,3569,5,1,43,1,6,12,5,1,0,0.889705882353,3
334,16,38,2016-01-01-58,355,94,18,19,404,93,30,29,383,73,26,18,8,3.0,178,8,3.0,178,8,3.0,178,20,19,14,9,13,7,11,6,7,25.46,34.4842105263,14.2142857143,509.2,655.2,199.0,4150,4067,15272,7221,3486,2241,1992,3569,5,1,55,1,20,18,14,1,0,0.858934169279,16
335,21,38,2016-01-01-70,413,96,38,7,380,92,41,24,323,88,46,21,2,7.0,205,2,6.0,205,2,6.0,205,34,31,33,6,9,16,28,22,17,13.3823529412,15.0322580645,19.0,455.0,466.0,627.0,4150,4067,15272,7221,3486,2241,1992,3569,5,1,67,0,34,31,33,1,0,0.919137466307,13
336,7,38,2016-01-01-82,325,92,27,16,391,99,29,17,393,82,28,8,2,10.0,232,2,10.0,232,2,10.0,232,19,32,36,10,15,12,9,17,24,19.8894736842,22.8125,19.45,377.9,730.0,700.2,4150,4067,15272,7221,3486,2241,1992,3569,5,1,79,0,17,31,33,1,0,0.915789473684,22
337,2,38,2016-01-01-94,369,109,34,21,392,79,32,29,324,98,25,17,2,12.0,189,2,12.0,189,9,12.0,189,14,9,13,10,8,11,4,1,2,19.4714285714,20.7333333333,28.2538461538,272.6,186.6,367.3,4150,4067,15272,7221,3486,2241,1992,3569,5,1,91,0,14,8,13,1,0,0.827433628319,39
338,1,38,2016-01-01-106,402,121,51,40,428,147,36,24,381,143,40,15,2,10.0,154,2,11.0,154,2,11.0,154,16,14,10,14,13,9,2,1,1,16.9375,27.3571428571,16.58,271.0,383.0,165.8,4150,4067,15272,7221,3486,2241,1992,3569,5,1,103,1,11,14,9,1,0,0.871428571429,52
339,0,38,2016-01-01-118,355,114,26,19,363,105,33,20,409,120,22,20,2,9.0,153,2,9.0,153,2,9.0,153,9,12,12,7,11,12,2,1,0,24.1111111111,21.1666666667,20.7416666667,217.0,254.0,248.9,4150,4067,15272,7221,3486,2241,1992,3569,5,1,115,0,8,12,10,1,0,0.889908256881,38
340,1,38,2016-01-01-130,370,78,34,30,428,98,32,20,395,81,24,24,2,8.0,133,2,8.0,133,3,8.0,133,10,11,19,10,9,18,0,2,1,20.8,32.1818181818,29.1052631579,208.0,354.0,553.0,4150,4067,15272,7221,3486,2241,1992,3569,5,1,127,1,9,9,17,1,0,0.89552238806,35
341,0,38,2016-01-01-142,420,47,15,8,405,77,8,15,380,69,19,14,2,8.0,126,2,8.0,126,2,8.0,126,5,7,6,4,7,5,1,0,1,20.6,27.4285714286,58.6666666667,103.0,192.0,352.0,4150,4067,15272,7221,3486,2241,1992,3569,5,1,139,0,4,7,6,1,0,0.869565217391,14
342,0,39,2016-01-01-46,82,7,2,2,71,11,8,1,79,5,0,0,1,2.0,181,1,2.0,181,1,2.0,181,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,830,2905,7470,13114,2158,1162,498,1660,5,1,43,1,0,0,0,1,0,0.689655172414,17
343,0,39,2016-01-01-58,138,20,8,3,151,27,6,6,148,26,7,3,8,3.0,178,8,3.0,178,8,3.0,178,11,11,7,8,9,3,3,2,4,67.0,80.1818181818,22.7142857143,737.0,882.0,159.0,830,2905,7470,13114,2158,1162,498,1660,5,1,55,1,11,10,4,1,0,0.533333333333,32
344,0,39,2016-01-01-70,159,27,7,4,173,26,9,3,142,9,4,4,2,7.0,205,2,6.0,205,2,6.0,205,6,11,4,6,10,3,0,1,1,94.3333333333,81.3636363636,62.75,566.0,895.0,251.0,830,2905,7470,13114,2158,1162,498,1660,5,1,67,0,6,11,4,1,0,0.692708333333,5
345,2,39,2016-01-01-82,188,30,9,3,130,16,3,5,119,13,8,3,2,10.0,232,2,10.0,232,2,10.0,232,5,7,8,3,5,6,2,2,2,43.0,44.4285714286,68.75,215.0,311.0,550.0,830,2905,7470,13114,2158,1162,498,1660,5,1,79,0,5,7,8,1,0,0.59793814433,13
346,1,39,2016-01-01-94,155,21,12,6,144,6,9,2,148,22,14,4,2,12.0,189,2,12.0,189,9,12.0,189,8,11,6,6,11,6,2,0,0,72.625,62.2727272727,70.6666666667,581.0,685.0,424.0,830,2905,7470,13114,2158,1162,498,1660,5,1,91,0,8,11,6,1,0,0.710407239819,12
347,2,39,2016-01-01-106,150,28,8,5,149,23,10,6,166,15,6,8,2,10.0,154,2,11.0,154,2,11.0,154,9,6,7,8,6,7,1,0,0,71.3333333333,80.1666666667,50.0,642.0,481.0,350.0,830,2905,7470,13114,2158,1162,498,1660,5,1,103,1,9,6,7,1,0,0.619047619048,11
348,0,39,2016-01-01-118,120,20,7,1,164,18,15,3,162,19,2,6,2,9.0,153,2,9.0,153,2,9.0,153,8,16,9,7,15,9,1,1,0,67.75,76.3125,81.6666666667,542.0,1221.0,735.0,830,2905,7470,13114,2158,1162,498,1660,5,1,115,0,8,16,9,1,0,0.695652173913,7
349,0,39,2016-01-01-130,129,23,9,6,121,16,7,0,132,18,2,6,2,8.0,133,2,8.0,133,3,8.0,133,4,7,8,4,7,7,0,0,1,61.75,52.8571428571,84.0,247.0,370.0,672.0,830,2905,7470,13114,2158,1162,498,1660,5,1,127,1,4,7,8,1,0,0.724867724868,6
350,1,39,2016-01-01-142,67,5,9,1,182,9,8,0,87,22,5,1,2,8.0,126,2,8.0,126,2,8.0,126,2,20,6,2,13,4,0,7,2,150.0,75.0,76.0,300.0,1500.0,456.0,830,2905,7470,13114,2158,1162,498,1660,5,1,139,0,2,20,6,1,0,0.77399380805,4
